x/c,y/c
1.0,-0.0005151206070508646
0.9910315446495335,0.0032012675999681574
0.976848441868177,0.008819294512732766
0.957346834202478,0.016060022690187543
0.932412088371287,0.024577931051501644
0.9019384111554769,0.03399856953696814
0.8658458553852105,0.043966991221508246
0.824089776941427,0.054198474563305454
0.7766600389761953,0.0645160971974179
0.681248547998312,0.08241746941615645
0.5853972433891731,0.09780194729072975
0.4891598479820921,0.11053096740302715
0.39243410947312046,0.11861945191685325
0.2954046600126477,0.118223121342646
0.1992895736360105,0.10520525081356705
0.152267291074841,0.09321305517605089
0.11152930663879321,0.07950054331016251
0.07689295576121659,0.06528572029002029
0.048266651938057924,0.05123920462093072
0.026402054899428783,0.036591737032689337
0.011402528678131102,0.022210633136775983
0.0024393338407569347,0.009945487199243687
3.8e-5,0.0005640255560445364
3.8e-5,-0.003107001051788208
0.003176689755507244,-0.012570630433061671
0.009817686688369253,-0.026746178248246554
0.022005400092954243,-0.044276921057900764
0.04044339548521302,-0.0640592650127157
0.06609510402020542,-0.08440875735284364
0.09840208358742304,-0.10527537887225392
0.13729812634012564,-0.1261465969375228
0.18435103594402855,-0.14238122901876635
0.28349392853735633,-0.14432983490692922
0.3806309792900131,-0.12211220304013629
0.4755436640646555,-0.09152287673011236
0.5700379522272142,-0.05964154858917385
0.665551196949068,-0.030993615382115067
0.762704878146628,-0.008580752147720923
0.8118546213185844,-0.00018846410360499926
0.8556434028242964,0.005543806786702006
0.8939718456217175,0.008747269849619287
0.926725102572168,0.009488648899464377
0.9537543455073503,0.008144473590460092
0.974952382119191,0.005474600556013353
0.9903283596081544,0.002457869505807139
1.0000000000000002,2.8406489127408514e-5
